[1] "names"
[1] "x"
    RELY DATA CPLX RUSE DOCU TIME STOR PVOL ACAP PCAP PCON APEX PLEX LTEX TOOL
22  1.00 1.14 1.00 1.15 1.00 1.00 1.00 0.87 0.85 0.88 0.90 1.10 0.85 1.09 0.78
23  1.00 1.14 1.17 1.00 1.11 1.00 1.00 1.00 0.85 1.00 1.29 1.10 1.00 1.00 1.00
24  1.10 1.14 1.00 1.00 1.11 1.11 1.05 1.00 0.85 1.00 1.12 1.00 1.00 1.00 1.00
25  0.92 0.90 1.00 0.95 1.11 1.00 1.00 1.00 1.00 1.00 1.12 1.00 1.00 1.00 1.00
26  1.00 1.14 1.00 0.95 1.00 1.00 1.00 0.87 0.85 0.88 0.81 1.00 1.00 1.00 1.00
27  1.00 1.14 1.00 0.95 1.00 1.00 1.00 0.87 0.85 0.88 0.81 1.00 1.00 1.00 1.00
28  1.10 0.90 1.17 1.07 1.11 1.00 1.00 0.87 1.00 1.00 1.12 1.00 1.00 1.00 1.00
29  1.00 0.90 0.87 1.07 1.00 1.00 1.00 1.00 1.00 1.00 0.90 1.10 1.09 1.19 0.90
30  1.00 1.00 1.00 1.15 0.91 1.00 1.00 0.87 0.85 0.88 0.81 1.10 1.09 1.00 0.78
31  1.00 0.90 1.00 1.00 1.00 1.00 1.00 0.87 1.00 0.88 0.90 1.00 1.00 0.91 1.00
32  0.92 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.10 1.00 1.09 1.09
33  1.26 1.14 1.17 1.07 1.00 1.00 1.00 0.87 0.85 1.00 0.81 1.10 1.09 1.00 1.09
34  1.00 0.90 1.00 1.00 1.00 1.00 1.00 0.87 1.00 0.88 0.90 1.10 1.00 1.19 1.00
35  1.10 1.14 1.00 0.95 1.00 1.00 1.05 0.87 0.85 1.15 1.12 0.88 1.09 1.09 1.00
36  1.10 1.00 1.00 1.07 1.00 1.00 1.00 0.87 1.00 1.00 0.81 1.10 1.00 1.09 1.00
37  0.92 0.90 0.87 0.95 1.00 1.00 1.00 0.87 1.00 1.00 0.81 0.88 1.00 0.91 1.09
38  1.00 0.90 0.87 1.00 1.00 1.00 1.05 1.00 1.00 1.15 0.81 1.10 1.00 1.00 1.00
39  1.00 0.90 0.87 0.95 0.91 1.00 1.00 0.87 0.71 0.76 1.29 0.88 1.00 0.91 0.90
40  1.00 0.90 1.00 0.95 1.00 1.00 1.05 0.87 0.85 0.88 0.81 1.00 1.00 1.00 0.90
41  1.00 0.90 1.00 0.95 1.00 1.00 1.05 0.87 1.00 1.00 1.29 1.00 1.00 1.00 1.00
42  1.00 0.90 1.00 1.00 1.00 1.00 1.00 1.00 0.85 0.88 0.81 1.00 1.00 0.91 1.00
43  1.00 0.90 1.00 0.95 1.00 1.11 1.00 0.87 1.00 0.88 0.90 0.88 0.91 1.00 0.90
44  1.10 1.14 1.00 0.95 1.00 1.00 1.00 1.00 1.00 1.15 0.81 1.10 1.19 1.09 1.00
45  1.00 1.28 1.00 0.95 0.91 1.63 1.00 1.15 0.85 0.76 0.90 0.88 1.09 0.84 0.78
46  1.00 1.14 1.00 0.95 1.00 1.00 1.00 1.15 0.85 0.88 0.81 1.00 1.00 1.00 1.00
47  1.00 1.14 1.00 1.15 1.00 1.00 1.00 0.87 0.85 0.88 0.90 1.10 0.85 1.09 0.78
48  1.00 1.14 1.17 1.00 1.11 1.00 1.00 1.00 0.85 1.00 1.29 1.10 1.00 1.00 1.00
49  1.10 1.14 1.00 1.00 1.11 1.11 1.05 1.00 0.85 1.00 1.12 1.00 1.00 1.00 1.00
50  0.92 0.90 1.00 0.95 1.11 1.00 1.00 1.00 1.00 1.00 1.12 1.00 1.00 1.00 1.00
51  1.00 1.14 1.00 0.95 1.00 1.00 1.00 0.87 0.85 0.88 0.81 1.00 1.00 1.00 1.00
52  1.00 1.14 1.00 0.95 1.00 1.00 1.00 0.87 0.85 0.88 0.81 1.00 1.00 1.00 1.00
53  1.10 0.90 1.17 1.07 1.11 1.00 1.00 0.87 1.00 1.00 1.12 1.00 1.00 1.00 1.00
54  1.00 0.90 0.87 1.07 1.00 1.00 1.00 1.00 1.00 1.00 0.90 1.10 1.09 1.19 0.90
55  1.00 1.00 1.00 1.15 0.91 1.00 1.00 0.87 0.85 0.88 0.81 1.10 1.09 1.00 0.78
56  1.00 0.90 1.00 1.00 1.00 1.00 1.00 0.87 1.00 0.88 0.90 1.00 1.00 0.91 1.00
57  0.92 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.10 1.00 1.09 1.09
58  1.26 1.14 1.17 1.07 1.00 1.00 1.00 0.87 0.85 1.00 0.81 1.10 1.09 1.00 1.09
59  1.00 0.90 1.00 1.00 1.00 1.00 1.00 0.87 1.00 0.88 0.90 1.10 1.00 1.19 1.00
60  1.10 1.14 1.00 0.95 1.00 1.00 1.05 0.87 0.85 1.15 1.12 0.88 1.09 1.09 1.00
61  1.10 1.00 1.00 1.07 1.00 1.00 1.00 0.87 1.00 1.00 0.81 1.10 1.00 1.09 1.00
62  0.92 0.90 0.87 0.95 1.00 1.00 1.00 0.87 1.00 1.00 0.81 0.88 1.00 0.91 1.09
63  1.00 0.90 0.87 1.00 1.00 1.00 1.05 1.00 1.00 1.15 0.81 1.10 1.00 1.00 1.00
64  1.00 0.90 0.87 0.95 0.91 1.00 1.00 0.87 0.71 0.76 1.29 0.88 1.00 0.91 0.90
65  1.00 0.90 1.00 0.95 1.00 1.00 1.05 0.87 0.85 0.88 0.81 1.00 1.00 1.00 0.90
66  1.00 0.90 1.00 0.95 1.00 1.00 1.05 0.87 1.00 1.00 1.29 1.00 1.00 1.00 1.00
67  1.00 0.90 1.00 1.00 1.00 1.00 1.00 1.00 0.85 0.88 0.81 1.00 1.00 0.91 1.00
68  1.00 0.90 1.00 0.95 1.00 1.11 1.00 0.87 1.00 0.88 0.90 0.88 0.91 1.00 0.90
69  1.10 1.14 1.00 0.95 1.00 1.00 1.00 1.00 1.00 1.15 0.81 1.10 1.19 1.09 1.00
70  1.00 1.28 1.00 0.95 0.91 1.63 1.00 1.15 0.85 0.76 0.90 0.88 1.09 0.84 0.78
71  1.00 1.14 1.00 0.95 1.00 1.00 1.00 1.15 0.85 0.88 0.81 1.00 1.00 1.00 1.00
72  1.00 1.14 1.00 1.15 1.00 1.00 1.00 0.87 0.85 0.88 0.90 1.10 0.85 1.09 0.78
73  1.00 1.14 1.17 1.00 1.11 1.00 1.00 1.00 0.85 1.00 1.29 1.10 1.00 1.00 1.00
74  1.10 1.14 1.00 1.00 1.11 1.11 1.05 1.00 0.85 1.00 1.12 1.00 1.00 1.00 1.00
75  0.92 0.90 1.00 0.95 1.11 1.00 1.00 1.00 1.00 1.00 1.12 1.00 1.00 1.00 1.00
76  1.00 1.14 1.00 0.95 1.00 1.00 1.00 0.87 0.85 0.88 0.81 1.00 1.00 1.00 1.00
77  1.00 1.14 1.00 0.95 1.00 1.00 1.00 0.87 0.85 0.88 0.81 1.00 1.00 1.00 1.00
78  1.10 0.90 1.17 1.07 1.11 1.00 1.00 0.87 1.00 1.00 1.12 1.00 1.00 1.00 1.00
79  1.00 0.90 0.87 1.07 1.00 1.00 1.00 1.00 1.00 1.00 0.90 1.10 1.09 1.19 0.90
80  1.00 1.00 1.00 1.15 0.91 1.00 1.00 0.87 0.85 0.88 0.81 1.10 1.09 1.00 0.78
81  1.00 0.90 1.00 1.00 1.00 1.00 1.00 0.87 1.00 0.88 0.90 1.00 1.00 0.91 1.00
82  0.92 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.10 1.00 1.09 1.09
83  1.26 1.14 1.17 1.07 1.00 1.00 1.00 0.87 0.85 1.00 0.81 1.10 1.09 1.00 1.09
84  1.00 0.90 1.00 1.00 1.00 1.00 1.00 0.87 1.00 0.88 0.90 1.10 1.00 1.19 1.00
85  1.10 1.14 1.00 0.95 1.00 1.00 1.05 0.87 0.85 1.15 1.12 0.88 1.09 1.09 1.00
86  1.10 1.00 1.00 1.07 1.00 1.00 1.00 0.87 1.00 1.00 0.81 1.10 1.00 1.09 1.00
87  0.92 0.90 0.87 0.95 1.00 1.00 1.00 0.87 1.00 1.00 0.81 0.88 1.00 0.91 1.09
88  1.00 0.90 0.87 1.00 1.00 1.00 1.05 1.00 1.00 1.15 0.81 1.10 1.00 1.00 1.00
89  1.00 0.90 0.87 0.95 0.91 1.00 1.00 0.87 0.71 0.76 1.29 0.88 1.00 0.91 0.90
90  1.00 0.90 1.00 0.95 1.00 1.00 1.05 0.87 0.85 0.88 0.81 1.00 1.00 1.00 0.90
91  1.00 0.90 1.00 0.95 1.00 1.00 1.05 0.87 1.00 1.00 1.29 1.00 1.00 1.00 1.00
92  1.00 0.90 1.00 1.00 1.00 1.00 1.00 1.00 0.85 0.88 0.81 1.00 1.00 0.91 1.00
93  1.00 0.90 1.00 0.95 1.00 1.11 1.00 0.87 1.00 0.88 0.90 0.88 0.91 1.00 0.90
94  1.10 1.14 1.00 0.95 1.00 1.00 1.00 1.00 1.00 1.15 0.81 1.10 1.19 1.09 1.00
95  1.00 1.28 1.00 0.95 0.91 1.63 1.00 1.15 0.85 0.76 0.90 0.88 1.09 0.84 0.78
96  1.00 1.14 1.00 0.95 1.00 1.00 1.00 1.15 0.85 0.88 0.81 1.00 1.00 1.00 1.00
97  1.00 1.14 1.00 1.15 1.00 1.00 1.00 0.87 0.85 0.88 0.90 1.10 0.85 1.09 0.78
98  1.00 1.14 1.17 1.00 1.11 1.00 1.00 1.00 0.85 1.00 1.29 1.10 1.00 1.00 1.00
99  1.10 1.14 1.00 1.00 1.11 1.11 1.05 1.00 0.85 1.00 1.12 1.00 1.00 1.00 1.00
100 0.92 0.90 1.00 0.95 1.11 1.00 1.00 1.00 1.00 1.00 1.12 1.00 1.00 1.00 1.00
101 1.00 1.14 1.00 0.95 1.00 1.00 1.00 0.87 0.85 0.88 0.81 1.00 1.00 1.00 1.00
102 1.00 1.14 1.00 0.95 1.00 1.00 1.00 0.87 0.85 0.88 0.81 1.00 1.00 1.00 1.00
103 1.10 0.90 1.17 1.07 1.11 1.00 1.00 0.87 1.00 1.00 1.12 1.00 1.00 1.00 1.00
104 1.00 0.90 0.87 1.07 1.00 1.00 1.00 1.00 1.00 1.00 0.90 1.10 1.09 1.19 0.90
105 1.00 1.00 1.00 1.15 0.91 1.00 1.00 0.87 0.85 0.88 0.81 1.10 1.09 1.00 0.78
106 1.00 0.90 1.00 1.00 1.00 1.00 1.00 0.87 1.00 0.88 0.90 1.00 1.00 0.91 1.00
107 0.92 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.10 1.00 1.09 1.09
108 1.26 1.14 1.17 1.07 1.00 1.00 1.00 0.87 0.85 1.00 0.81 1.10 1.09 1.00 1.09
109 1.00 0.90 1.00 1.00 1.00 1.00 1.00 0.87 1.00 0.88 0.90 1.10 1.00 1.19 1.00
110 1.10 1.14 1.00 0.95 1.00 1.00 1.05 0.87 0.85 1.15 1.12 0.88 1.09 1.09 1.00
111 1.10 1.00 1.00 1.07 1.00 1.00 1.00 0.87 1.00 1.00 0.81 1.10 1.00 1.09 1.00
112 0.92 0.90 0.87 0.95 1.00 1.00 1.00 0.87 1.00 1.00 0.81 0.88 1.00 0.91 1.09
113 1.00 0.90 0.87 1.00 1.00 1.00 1.05 1.00 1.00 1.15 0.81 1.10 1.00 1.00 1.00
114 1.00 0.90 0.87 0.95 0.91 1.00 1.00 0.87 0.71 0.76 1.29 0.88 1.00 0.91 0.90
115 1.00 0.90 1.00 0.95 1.00 1.00 1.05 0.87 0.85 0.88 0.81 1.00 1.00 1.00 0.90
116 1.00 0.90 1.00 0.95 1.00 1.00 1.05 0.87 1.00 1.00 1.29 1.00 1.00 1.00 1.00
117 1.00 0.90 1.00 1.00 1.00 1.00 1.00 1.00 0.85 0.88 0.81 1.00 1.00 0.91 1.00
118 1.00 0.90 1.00 0.95 1.00 1.11 1.00 0.87 1.00 0.88 0.90 0.88 0.91 1.00 0.90
119 1.10 1.14 1.00 0.95 1.00 1.00 1.00 1.00 1.00 1.15 0.81 1.10 1.19 1.09 1.00
120 1.00 1.28 1.00 0.95 0.91 1.63 1.00 1.15 0.85 0.76 0.90 0.88 1.09 0.84 0.78
121 1.00 1.14 1.00 0.95 1.00 1.00 1.00 1.15 0.85 0.88 0.81 1.00 1.00 1.00 1.00
122 1.00 1.14 1.00 1.15 1.00 1.00 1.00 0.87 0.85 0.88 0.90 1.10 0.85 1.09 0.78
123 1.00 1.14 1.17 1.00 1.11 1.00 1.00 1.00 0.85 1.00 1.29 1.10 1.00 1.00 1.00
124 1.10 1.14 1.00 1.00 1.11 1.11 1.05 1.00 0.85 1.00 1.12 1.00 1.00 1.00 1.00
125 0.92 0.90 1.00 0.95 1.11 1.00 1.00 1.00 1.00 1.00 1.12 1.00 1.00 1.00 1.00
126 1.00 1.14 1.00 0.95 1.00 1.00 1.00 0.87 0.85 0.88 0.81 1.00 1.00 1.00 1.00
127 1.00 1.14 1.00 0.95 1.00 1.00 1.00 0.87 0.85 0.88 0.81 1.00 1.00 1.00 1.00
128 1.10 0.90 1.17 1.07 1.11 1.00 1.00 0.87 1.00 1.00 1.12 1.00 1.00 1.00 1.00
129 1.00 0.90 0.87 1.07 1.00 1.00 1.00 1.00 1.00 1.00 0.90 1.10 1.09 1.19 0.90
130 1.00 1.00 1.00 1.15 0.91 1.00 1.00 0.87 0.85 0.88 0.81 1.10 1.09 1.00 0.78
131 1.00 0.90 1.00 1.00 1.00 1.00 1.00 0.87 1.00 0.88 0.90 1.00 1.00 0.91 1.00
132 0.92 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.10 1.00 1.09 1.09
133 1.26 1.14 1.17 1.07 1.00 1.00 1.00 0.87 0.85 1.00 0.81 1.10 1.09 1.00 1.09
134 1.00 0.90 1.00 1.00 1.00 1.00 1.00 0.87 1.00 0.88 0.90 1.10 1.00 1.19 1.00
135 1.10 1.14 1.00 0.95 1.00 1.00 1.05 0.87 0.85 1.15 1.12 0.88 1.09 1.09 1.00
136 1.10 1.00 1.00 1.07 1.00 1.00 1.00 0.87 1.00 1.00 0.81 1.10 1.00 1.09 1.00
137 0.92 0.90 0.87 0.95 1.00 1.00 1.00 0.87 1.00 1.00 0.81 0.88 1.00 0.91 1.09
138 1.00 0.90 0.87 1.00 1.00 1.00 1.05 1.00 1.00 1.15 0.81 1.10 1.00 1.00 1.00
139 1.00 0.90 0.87 0.95 0.91 1.00 1.00 0.87 0.71 0.76 1.29 0.88 1.00 0.91 0.90
140 1.00 0.90 1.00 0.95 1.00 1.00 1.05 0.87 0.85 0.88 0.81 1.00 1.00 1.00 0.90
141 1.00 0.90 1.00 0.95 1.00 1.00 1.05 0.87 1.00 1.00 1.29 1.00 1.00 1.00 1.00
142 1.00 0.90 1.00 1.00 1.00 1.00 1.00 1.00 0.85 0.88 0.81 1.00 1.00 0.91 1.00
143 1.00 0.90 1.00 0.95 1.00 1.11 1.00 0.87 1.00 0.88 0.90 0.88 0.91 1.00 0.90
144 1.10 1.14 1.00 0.95 1.00 1.00 1.00 1.00 1.00 1.15 0.81 1.10 1.19 1.09 1.00
145 1.00 1.28 1.00 0.95 0.91 1.63 1.00 1.15 0.85 0.76 0.90 0.88 1.09 0.84 0.78
146 1.00 1.14 1.00 0.95 1.00 1.00 1.00 1.15 0.85 0.88 0.81 1.00 1.00 1.00 1.00
147 1.00 1.14 1.00 1.15 1.00 1.00 1.00 0.87 0.85 0.88 0.90 1.10 0.85 1.09 0.78
148 1.00 1.14 1.17 1.00 1.11 1.00 1.00 1.00 0.85 1.00 1.29 1.10 1.00 1.00 1.00
149 1.10 1.14 1.00 1.00 1.11 1.11 1.05 1.00 0.85 1.00 1.12 1.00 1.00 1.00 1.00
150 0.92 0.90 1.00 0.95 1.11 1.00 1.00 1.00 1.00 1.00 1.12 1.00 1.00 1.00 1.00
151 1.00 1.14 1.00 0.95 1.00 1.00 1.00 0.87 0.85 0.88 0.81 1.00 1.00 1.00 1.00
152 1.00 1.14 1.00 0.95 1.00 1.00 1.00 0.87 0.85 0.88 0.81 1.00 1.00 1.00 1.00
153 1.10 0.90 1.17 1.07 1.11 1.00 1.00 0.87 1.00 1.00 1.12 1.00 1.00 1.00 1.00
154 1.00 0.90 0.87 1.07 1.00 1.00 1.00 1.00 1.00 1.00 0.90 1.10 1.09 1.19 0.90
155 1.00 1.00 1.00 1.15 0.91 1.00 1.00 0.87 0.85 0.88 0.81 1.10 1.09 1.00 0.78
156 1.00 0.90 1.00 1.00 1.00 1.00 1.00 0.87 1.00 0.88 0.90 1.00 1.00 0.91 1.00
157 0.92 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.10 1.00 1.09 1.09
158 1.26 1.14 1.17 1.07 1.00 1.00 1.00 0.87 0.85 1.00 0.81 1.10 1.09 1.00 1.09
159 1.00 0.90 1.00 1.00 1.00 1.00 1.00 0.87 1.00 0.88 0.90 1.10 1.00 1.19 1.00
160 1.10 1.14 1.00 0.95 1.00 1.00 1.05 0.87 0.85 1.15 1.12 0.88 1.09 1.09 1.00
161 1.10 1.00 1.00 1.07 1.00 1.00 1.00 0.87 1.00 1.00 0.81 1.10 1.00 1.09 1.00
162 0.92 0.90 0.87 0.95 1.00 1.00 1.00 0.87 1.00 1.00 0.81 0.88 1.00 0.91 1.09
163 1.00 0.90 0.87 1.00 1.00 1.00 1.05 1.00 1.00 1.15 0.81 1.10 1.00 1.00 1.00
164 1.00 0.90 0.87 0.95 0.91 1.00 1.00 0.87 0.71 0.76 1.29 0.88 1.00 0.91 0.90
165 1.00 0.90 1.00 0.95 1.00 1.00 1.05 0.87 0.85 0.88 0.81 1.00 1.00 1.00 0.90
166 1.00 0.90 1.00 0.95 1.00 1.00 1.05 0.87 1.00 1.00 1.29 1.00 1.00 1.00 1.00
167 1.00 0.90 1.00 1.00 1.00 1.00 1.00 1.00 0.85 0.88 0.81 1.00 1.00 0.91 1.00
168 1.00 0.90 1.00 0.95 1.00 1.11 1.00 0.87 1.00 0.88 0.90 0.88 0.91 1.00 0.90
169 1.10 1.14 1.00 0.95 1.00 1.00 1.00 1.00 1.00 1.15 0.81 1.10 1.19 1.09 1.00
170 1.00 1.28 1.00 0.95 0.91 1.63 1.00 1.15 0.85 0.76 0.90 0.88 1.09 0.84 0.78
171 1.00 1.14 1.00 0.95 1.00 1.00 1.00 1.15 0.85 0.88 0.81 1.00 1.00 1.00 1.00
172 1.00 1.14 1.00 1.15 1.00 1.00 1.00 0.87 0.85 0.88 0.90 1.10 0.85 1.09 0.78
173 1.00 1.14 1.17 1.00 1.11 1.00 1.00 1.00 0.85 1.00 1.29 1.10 1.00 1.00 1.00
174 1.10 1.14 1.00 1.00 1.11 1.11 1.05 1.00 0.85 1.00 1.12 1.00 1.00 1.00 1.00
175 0.92 0.90 1.00 0.95 1.11 1.00 1.00 1.00 1.00 1.00 1.12 1.00 1.00 1.00 1.00
176 1.00 1.14 1.00 0.95 1.00 1.00 1.00 0.87 0.85 0.88 0.81 1.00 1.00 1.00 1.00
177 1.00 1.14 1.00 0.95 1.00 1.00 1.00 0.87 0.85 0.88 0.81 1.00 1.00 1.00 1.00
178 1.10 0.90 1.17 1.07 1.11 1.00 1.00 0.87 1.00 1.00 1.12 1.00 1.00 1.00 1.00
179 1.00 0.90 0.87 1.07 1.00 1.00 1.00 1.00 1.00 1.00 0.90 1.10 1.09 1.19 0.90
180 1.00 1.00 1.00 1.15 0.91 1.00 1.00 0.87 0.85 0.88 0.81 1.10 1.09 1.00 0.78
181 1.00 0.90 1.00 1.00 1.00 1.00 1.00 0.87 1.00 0.88 0.90 1.00 1.00 0.91 1.00
182 0.92 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.10 1.00 1.09 1.09
183 1.26 1.14 1.17 1.07 1.00 1.00 1.00 0.87 0.85 1.00 0.81 1.10 1.09 1.00 1.09
184 1.00 0.90 1.00 1.00 1.00 1.00 1.00 0.87 1.00 0.88 0.90 1.10 1.00 1.19 1.00
185 1.10 1.14 1.00 0.95 1.00 1.00 1.05 0.87 0.85 1.15 1.12 0.88 1.09 1.09 1.00
186 1.10 1.00 1.00 1.07 1.00 1.00 1.00 0.87 1.00 1.00 0.81 1.10 1.00 1.09 1.00
187 0.92 0.90 0.87 0.95 1.00 1.00 1.00 0.87 1.00 1.00 0.81 0.88 1.00 0.91 1.09
188 1.00 0.90 0.87 1.00 1.00 1.00 1.05 1.00 1.00 1.15 0.81 1.10 1.00 1.00 1.00
189 1.00 0.90 0.87 0.95 0.91 1.00 1.00 0.87 0.71 0.76 1.29 0.88 1.00 0.91 0.90
190 1.00 0.90 1.00 0.95 1.00 1.00 1.05 0.87 0.85 0.88 0.81 1.00 1.00 1.00 0.90
191 1.00 0.90 1.00 0.95 1.00 1.00 1.05 0.87 1.00 1.00 1.29 1.00 1.00 1.00 1.00
192 1.00 0.90 1.00 1.00 1.00 1.00 1.00 1.00 0.85 0.88 0.81 1.00 1.00 0.91 1.00
193 1.00 0.90 1.00 0.95 1.00 1.11 1.00 0.87 1.00 0.88 0.90 0.88 0.91 1.00 0.90
194 1.10 1.14 1.00 0.95 1.00 1.00 1.00 1.00 1.00 1.15 0.81 1.10 1.19 1.09 1.00
195 1.00 1.28 1.00 0.95 0.91 1.63 1.00 1.15 0.85 0.76 0.90 0.88 1.09 0.84 0.78
196 1.00 1.14 1.00 0.95 1.00 1.00 1.00 1.15 0.85 0.88 0.81 1.00 1.00 1.00 1.00
197 1.00 1.14 1.00 1.15 1.00 1.00 1.00 0.87 0.85 0.88 0.90 1.10 0.85 1.09 0.78
198 1.00 1.14 1.17 1.00 1.11 1.00 1.00 1.00 0.85 1.00 1.29 1.10 1.00 1.00 1.00
199 1.10 1.14 1.00 1.00 1.11 1.11 1.05 1.00 0.85 1.00 1.12 1.00 1.00 1.00 1.00
200 0.92 0.90 1.00 0.95 1.11 1.00 1.00 1.00 1.00 1.00 1.12 1.00 1.00 1.00 1.00
201 1.00 1.14 1.00 0.95 1.00 1.00 1.00 0.87 0.85 0.88 0.81 1.00 1.00 1.00 1.00
202 1.00 1.14 1.00 0.95 1.00 1.00 1.00 0.87 0.85 0.88 0.81 1.00 1.00 1.00 1.00
203 1.10 0.90 1.17 1.07 1.11 1.00 1.00 0.87 1.00 1.00 1.12 1.00 1.00 1.00 1.00
204 1.00 0.90 0.87 1.07 1.00 1.00 1.00 1.00 1.00 1.00 0.90 1.10 1.09 1.19 0.90
205 1.00 1.00 1.00 1.15 0.91 1.00 1.00 0.87 0.85 0.88 0.81 1.10 1.09 1.00 0.78
206 1.00 0.90 1.00 1.00 1.00 1.00 1.00 0.87 1.00 0.88 0.90 1.00 1.00 0.91 1.00
207 0.92 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.10 1.00 1.09 1.09
208 1.26 1.14 1.17 1.07 1.00 1.00 1.00 0.87 0.85 1.00 0.81 1.10 1.09 1.00 1.09
209 1.00 0.90 1.00 1.00 1.00 1.00 1.00 0.87 1.00 0.88 0.90 1.10 1.00 1.19 1.00
210 1.10 1.14 1.00 0.95 1.00 1.00 1.05 0.87 0.85 1.15 1.12 0.88 1.09 1.09 1.00
211 1.10 1.00 1.00 1.07 1.00 1.00 1.00 0.87 1.00 1.00 0.81 1.10 1.00 1.09 1.00
212 0.92 0.90 0.87 0.95 1.00 1.00 1.00 0.87 1.00 1.00 0.81 0.88 1.00 0.91 1.09
213 1.00 0.90 0.87 1.00 1.00 1.00 1.05 1.00 1.00 1.15 0.81 1.10 1.00 1.00 1.00
214 1.00 0.90 0.87 0.95 0.91 1.00 1.00 0.87 0.71 0.76 1.29 0.88 1.00 0.91 0.90
215 1.00 0.90 1.00 0.95 1.00 1.00 1.05 0.87 0.85 0.88 0.81 1.00 1.00 1.00 0.90
216 1.00 0.90 1.00 0.95 1.00 1.00 1.05 0.87 1.00 1.00 1.29 1.00 1.00 1.00 1.00
217 1.00 0.90 1.00 1.00 1.00 1.00 1.00 1.00 0.85 0.88 0.81 1.00 1.00 0.91 1.00
218 1.00 0.90 1.00 0.95 1.00 1.11 1.00 0.87 1.00 0.88 0.90 0.88 0.91 1.00 0.90
219 1.10 1.14 1.00 0.95 1.00 1.00 1.00 1.00 1.00 1.15 0.81 1.10 1.19 1.09 1.00
220 1.00 1.28 1.00 0.95 0.91 1.63 1.00 1.15 0.85 0.76 0.90 0.88 1.09 0.84 0.78
221 1.00 1.14 1.00 0.95 1.00 1.00 1.00 1.15 0.85 0.88 0.81 1.00 1.00 1.00 1.00
222 1.00 1.14 1.00 1.15 1.00 1.00 1.00 0.87 0.85 0.88 0.90 1.10 0.85 1.09 0.78
223 1.00 1.14 1.17 1.00 1.11 1.00 1.00 1.00 0.85 1.00 1.29 1.10 1.00 1.00 1.00
