"","CSmell","SVul","RELY","DATA","CPLX","RUSE","DOCU","TIME","STOR","PVOL","ACAP","PCAP","PCON","APEX","PLEX","LTEX","TOOL","SITE","SCED","AA","PR","ETT","FCR","CD","ISS","ISRR","DRR","RISK1","RISK2","RISK3","RISK4","RISK5"
"11",1208.46710232835,12.7680677420666,1.1,1,1,1.07,1,1,1,0.87,1,1,0.81,1.1,1,1.09,1,0.93,1,1.25123750240927,0.811693486144591,0.845556879313118,702.154512928661,833.128605891683,214.036487934306,564.269525295526,-606.009175906689,0,0,0,0,1
"12",1174.52087313343,4.65416700909009,0.92,0.9,0.87,0.95,1,1,1,0.87,1,1,0.81,0.88,1,0.91,1.09,0.86,1,1.00981509374263,0.93969947340082,0.955628773990311,-314.471099403457,451.108558719918,140.933873603722,493.291612738373,-679.766653401339,0,0,0,0,1
"13",1524.8904289261,27.9422550331316,1,0.9,0.87,1,1,1,1.05,1,1,1.15,0.81,1.1,1,1,1,0.93,1,1.18925513241092,0.86360693608762,0.939249712779887,651.94578094391,632.533179900199,493.411461350547,871.330279008429,339.418224115798,1,0,0,0,0
"14",851.378494878502,5.49054720687495,1,0.9,0.87,0.95,0.91,1,1,0.87,0.71,0.76,1.29,0.88,1,0.91,0.9,0.86,1,1.08668969555753,0.912109720193149,0.944541973828685,982.234191467134,915.232559790311,645.148383954254,422.169098736852,-133.942064834364,0,0,0,0,1
"15",1009.34651377164,11.48753366853,1,0.9,1,0.95,1,1,1.05,0.87,0.85,0.88,0.81,1,1,1,0.9,0.8,1,0.92390314687324,0.99638514323956,1.0072874294984,707.14112595511,782.79690170151,-315.100642344094,682.814182066958,874.216699428956,0,1,0,0,0
"16",756.951046992423,18.8903152535888,1,0.9,1,0.95,1,1,1.05,0.87,1,1,1.29,1,1,1,1,0.86,1,0.728970568154702,1.03903793725858,1.11079051698001,55.537264519566,401.050263156616,-541.231799616211,1501.3328311415,338.674579537086,0,1,0,0,0
"17",755.23692434601,3.60430379491415,1,0.9,1,1,1,1,1,1,0.85,0.88,0.81,1,1,0.91,1,0.93,1,1.20382398564624,1.30032914546597,0.993399084496505,599.729535026126,1187.87382064233,-192.005040322863,543.33520580973,412.031020732865,1,0,0,0,0
"18",981.213604163775,13.7046263836886,1,0.9,1,0.95,1,1.11,1,0.87,1,0.88,0.9,0.88,0.91,1,0.9,0.86,1,0.976136535013486,0.995097962554686,1.002040713019,-82.0837228178265,-383.9410307604,1017.96265177784,518.109726875788,398.212460565927,0,1,0,0,0
"19",906.343144220649,5.34166655242145,1.1,1.14,1,0.95,1,1,1,1,1,1.15,0.81,1.1,1.19,1.09,1,0.93,1,0.94335368012925,0.816800461542757,0.920484487440043,-507.597236316797,1124.94199329729,-178.287930956837,417.130109238749,-78.5675338869141,0,1,0,0,0
"20",1850.61534629037,8.68488427426695,1,1.28,1,0.95,0.91,1.63,1,1.15,0.85,0.76,0.9,0.88,1.09,0.84,0.78,0.86,1,1.20696084105828,1.04796453399073,1.0584959270755,-260.555547856924,534.87341308705,-84.1959432107821,1338.23008208819,847.335840290541,0,0,0,0,1
"21",923.737886824632,26.3357311896786,1,1.14,1,0.95,1,1,1,1.15,0.85,0.88,0.81,1,1,1,1,0.86,1,0.984729495892606,1.16843293927451,1.0145205838909,502.974708472882,393.259912077184,888.374532532475,1576.9099727623,-223.079516663823,0,1,0,0,0
"22",878.975739013647,14.2797211698158,1,1.14,1,1.15,1,1,1,0.87,0.85,0.88,0.9,1.1,0.85,1.09,0.78,0.8,1,0.987245430789928,0.875154171257529,0.955314010663638,184.67215896903,156.634717455049,-367.889355417956,556.31270477333,518.809755295508,0,0,0,1,0
"23",891.606916524481,7.23245666689641,1,1.14,1.17,1,1.11,1,1,1,0.85,1,1.29,1.1,1,1,1,0.93,1,1.10498617627636,0.544289567746831,0.99573506459279,-911.714553847865,40.6886988474707,-266.247244787225,749.065593618725,-87.3785751189237,0,0,0,0,1
"24",1075.27888653806,-0.717346424973044,1.1,1.14,1,1,1.11,1.11,1.05,1,0.85,1,1.12,1,1,1,1,1,1,0.952507024450527,0.801077701977327,1.074262908624,186.91423453736,304.517851229668,-360.453171160654,261.015469535974,760.731249236785,0,0,0,0,1
"25",608.638676033119,25.6368955475056,0.92,0.9,1,0.95,1.11,1,1,1,1,1,1.12,1,1,1,1,1,1,1.08420806035078,0.814333013397238,0.721621279501518,-157.311786092368,17.1610632576235,157.296282517477,794.833739565276,-170.825789601885,0,1,0,0,0
"26",867.715516017825,1.65059033175088,1,1.14,1,0.95,1,1,1,0.87,0.85,0.88,0.81,1,1,1,1,1,1,1.11348631699182,0.854987982339397,0.629775444460416,-47.015580648433,89.2588985571286,-551.477425267615,70.9957521702864,1075.62121845964,0,0,1,0,0
"27",491.078427053522,26.9120337368535,1,1.14,1,0.95,1,1,1,0.87,0.85,0.88,0.81,1,1,1,1,1,1,0.864766996510236,0.767011481670148,1.05827196449044,75.9454019887885,60.2054567640995,908.313678503528,1561.82892134594,543.469664479001,0,0,0,1,0
"28",1399.39211136266,23.1654025053854,1.1,0.9,1.17,1.07,1.11,1,1,0.87,1,1,1.12,1,1,1,1,0.93,1,1.15685339984805,1.19659203658827,0.917337780288163,-202.724372597883,197.840557499237,217.457260703087,375.118245787681,115.910138898002,0,0,0,0,1
"29",725.876240796623,28.3834883251003,1,0.9,0.87,1.07,1,1,1,1,1,1,0.9,1.1,1.09,1.19,0.9,0.93,1.43,1.21075970964855,1.03747993209897,1.02301938584324,270.409378510038,825.74670045087,-115.331633409015,1205.40614747006,-121.536825850677,0,0,0,0,1
"30",888.034973867326,25.1480960285815,1,1,1,1.15,0.91,1,1,0.87,0.85,0.88,0.81,1.1,1.09,1,0.78,0.8,1,1.05431121909018,0.93546865197165,1.11707031176325,-554.428226551189,924.447086970268,47.3005067254356,564.161892194835,1059.56622862777,0,0,0,0,1
"31",830.411975445232,19.7679416418169,1,0.9,1,1,1,1,1,0.87,1,0.88,0.9,1,1,0.91,1,0.93,1,0.85789069509338,1.06894529906297,1.05117857372677,777.03167279093,1385.90580357821,-356.038791736231,352.039597061862,546.393310514862,0,0,0,1,0
"32",1009.57586841096,25.6554638720827,0.92,1,1,1,1,1,1,1,1,1,1,1.1,1,1.09,1.09,1,1,1.09741391202178,0.743269163350962,1.03747975805554,328.967115255735,517.110451650902,514.611162442279,738.206161329791,-21.2171381146213,1,0,0,0,0
"33",955.418261553725,24.7889862730777,1.26,1.14,1.17,1.07,1,1,1,0.87,0.85,1,0.81,1.1,1.09,1,1.09,0.93,1,1.06675261234594,0.835233145911784,1.04967893700436,-250.056372811552,723.701812647207,659.126271900544,463.396234743802,382.89620014656,0,0,0,1,0
"34",322.772324667567,6.71276914731785,1,0.9,1,1,1,1,1,0.87,1,0.88,0.9,1.1,1,1.19,1,0.93,1,0.978723888496124,1.01957270053551,0.824519588214673,131.487068554141,463.802124840185,-288.917199354276,913.911167096497,78.6642689574959,0,0,0,0,1
"35",802.27970295239,27.8936370698209,1.1,1.14,1,0.95,1,1,1.05,0.87,0.85,1.15,1.12,0.88,1.09,1.09,1,0.86,1,1.14198508659215,1.10388731561925,1.08018590542534,551.51191720283,599.762915936793,187.254936305449,657.069732133082,961.386110141364,0,0,0,1,0
"36",1104.5167036458,15.1523555608135,1.1,1,1,1.07,1,1,1,0.87,1,1,0.81,1.1,1,1.09,1,0.93,1,0.97868835081041,1.15195747529883,0.943978396821395,-202.171335472153,25.3237029121162,207.821143379202,933.499889260362,390.944787305366,0,0,1,0,0
"37",1139.80157151228,7.74244471777419,0.92,0.9,0.87,0.95,1,1,1,0.87,1,1,0.81,0.88,1,0.91,1.09,0.86,1,1.00125448981716,0.983569257489617,0.873893877168038,429.315501552781,1462.34327182566,-621.447079760693,749.728058426542,271.246312870176,0,0,0,0,1
"38",1198.25413172839,39.8339918668384,1,0.9,0.87,1,1,1,1.05,1,1,1.15,0.81,1.1,1,1,1,0.93,1,1.22299172094395,1.13966260669698,1.23126752368623,-269.693701934686,1179.31877998411,511.911459541457,1234.11803610669,-19.0926901539085,0,1,0,0,0
"39",1597.06340566674,11.6715384985192,1,0.9,0.87,0.95,0.91,1,1,0.87,0.71,0.76,1.29,0.88,1,0.91,0.9,0.86,1,0.925685659147379,1.15575751331247,1.03749107357707,218.183501831408,330.251346181556,771.901264409158,1182.55579018929,113.614837250939,0,0,1,0,0
"40",1434.84684204661,11.9535073521843,1,0.9,1,0.95,1,1,1.05,0.87,0.85,0.88,0.81,1,1,1,0.9,0.8,1,1.00296615634518,1.16398395846499,1.08127270350714,495.714580581471,195.450425563743,-549.292509510258,299.714644905339,101.834016653923,1,0,0,0,0
"41",1526.72388310216,14.5065511028155,1,0.9,1,0.95,1,1,1.05,0.87,1,1,1.29,1,1,1,1,0.86,1,1.00090045146857,1.13526115671351,0.806152469177421,-239.399701172027,-82.3179348984301,-16.8355272874594,731.546492743914,427.320702949046,0,0,1,0,0
"42",972.592080432684,30.9355932471213,1,0.9,1,1,1,1,1,1,0.85,0.88,0.81,1,1,0.91,1,0.93,1,1.07876823246126,1.09678128806337,1.16582133195554,1063.27516097056,133.374349376814,365.392666913016,943.581634310196,392.888808081007,0,0,0,1,0
"43",1595.95586775483,2.81823081305363,1,0.9,1,0.95,1,1.11,1,0.87,1,0.88,0.9,0.88,0.91,1,0.9,0.86,1,0.718107879042734,0.811152849006985,0.999673876481566,420.438410604162,1187.09652513988,274.887234627792,473.229930348817,-11.4727788842042,0,0,0,0,1
"44",1369.11830676923,5.51711339184131,1.1,1.14,1,0.95,1,1,1,1,1,1.15,0.81,1.1,1.19,1.09,1,0.93,1,0.957456737818758,1.13502913701013,0.862252916495659,-256.816121565866,-403.647746668147,-1104.16377945346,563.036249904282,358.364615463389,0,0,0,0,1
"45",894.858251704994,10.5018567995648,1,1.28,1,0.95,0.91,1.63,1,1.15,0.85,0.76,0.9,0.88,1.09,0.84,0.78,0.86,1,1.366529181701,0.922008173645746,1.18680404026142,799.187872521236,669.34731494882,863.348975155248,908.69573033968,358.161752518391,0,0,0,0,1
"46",598.625327888512,14.6329787244699,1,1.14,1,0.95,1,1,1,1.15,0.85,0.88,0.81,1,1,1,1,0.86,1,1.08466688100056,1.09911711000569,1.16085597301407,983.391639025378,220.129349837995,431.090620060991,847.072019690427,193.081549648413,0,0,0,1,0
"47",306.316997741048,18.7263907346201,1,1.14,1,1.15,1,1,1,0.87,0.85,0.88,0.9,1.1,0.85,1.09,0.78,0.8,1,0.871369164635584,1.27433600835955,0.906346537985706,-614.48695806944,27.742047401889,269.820583408861,598.363401221983,1161.32215519502,1,0,0,0,0
"48",1133.50633326608,16.5307960466119,1,1.14,1.17,1,1.11,1,1,1,0.85,1,1.29,1.1,1,1,1,0.93,1,1.15180611685322,1.14821091775894,0.72786289947766,436.447567307427,-150.564857201013,1122.70788125507,1529.57624021021,-34.9298562763956,0,0,0,1,0
"49",750.483558930706,39.6251446331984,1.1,1.14,1,1,1.11,1.11,1.05,1,0.85,1,1.12,1,1,1,1,1,1,1.07662635122457,1.17033938377819,0.981680690115967,773.746795844863,106.762457730514,543.226916893308,531.699814614417,-950.016091320156,0,0,0,0,1
"50",696.033758274144,12.6940647284906,0.92,0.9,1,0.95,1.11,1,1,1,1,1,1.12,1,1,1,1,1,1,0.85680836828606,1.08675057555627,1.03361198455262,932.845500392351,-104.519023817138,434.820210531864,441.208931409953,-570.473222263311,0,1,0,0,0
"51",1454.8834037057,7.36845896332645,1,1.14,1,0.95,1,1,1,0.87,0.85,0.88,0.81,1,1,1,1,1,1,1.05772072855608,1.07181728985405,1.12878486770293,1008.4091959798,732.630773551447,460.656809543874,1130.08626043237,1168.21086220671,0,0,0,1,0
"52",792.380060915093,19.4547114279806,1,1.14,1,0.95,1,1,1,0.87,0.85,0.88,0.81,1,1,1,1,1,1,1.45185537875163,1.0146454940732,0.953606389123141,123.473270135523,-23.2909247279184,72.0381793944848,629.009802519702,-56.3779438523721,0,0,0,0,1
"53",1570.40462787592,16.4841604713648,1.1,0.9,1.17,1.07,1.11,1,1,0.87,1,1,1.12,1,1,1,1,0.93,1,0.931982942498367,1.06552752377395,1.01793725530829,374.349049818898,143.395780696819,-353.188927657933,810.304630507804,495.976481647287,0,0,0,1,0
"54",1420.53067455813,4.42660674293491,1,0.9,0.87,1.07,1,1,1,1,1,1,0.9,1.1,1.09,1.19,0.9,0.93,1.43,1.21647280322068,1.02755875639784,1.24111313105235,499.68521529402,-345.795889006069,332.057637792111,571.924133539191,557.051468672677,0,1,0,0,0
"55",755.250005622619,17.4328795327285,1,1,1,1.15,0.91,1,1,0.87,0.85,0.88,0.81,1.1,1.09,1,0.78,0.8,1,0.994812696640312,0.940332733733172,0.874794549063777,-354.691859579693,1014.98795350039,-108.584035063178,134.324902676909,33.6124997522363,1,0,0,0,0
"56",1116.83912983441,7.94475055636916,1,0.9,1,1,1,1,1,0.87,1,0.88,0.9,1,1,0.91,1,0.93,1,1.03753958564856,0.98695775018017,0.998143688145711,816.722406869052,250.320582356321,459.094392557812,644.576774714662,-226.745629729775,0,0,0,0,1
"57",-31.1466426162286,31.4200051532033,0.92,1,1,1,1,1,1,1,1,1,1,1.1,1,1.09,1.09,1,1,1.08901328477808,0.878189943808629,1.12894693940356,-411.405219307711,38.0246861505441,248.495192156329,1497.59733355206,864.96338675131,1,0,0,0,0
"58",1166.036449498,9.66257467566162,1.26,1.14,1.17,1.07,1,1,1,0.87,0.85,1,0.81,1.1,1.09,1,1.09,0.93,1,0.94489521647016,1.37834227757255,0.983169261367967,332.744682769524,1009.44270746153,478.689727497559,1167.1216755211,134.837702468053,1,0,0,0,0
"59",898.377827020737,15.757313306934,1,0.9,1,1,1,1,1,0.87,1,0.88,0.9,1.1,1,1.19,1,0.93,1,1.13423111355272,1.06638301635772,1.12906098838091,461.981187774916,216.165194127574,162.034849496205,377.034205906248,409.640491151285,0,0,0,0,1
"60",583.468232901129,22.520514675729,1.1,1.14,1,0.95,1,1,1.05,0.87,0.85,1.15,1.12,0.88,1.09,1.09,1,0.86,1,0.909418479310905,0.888266696203584,0.941490771450193,-332.274640923936,443.104270577807,-187.248877438452,325.69604604992,30.7097248835751,1,0,0,0,0
"61",72.0758922260368,14.7112927878932,1.1,1,1,1.07,1,1,1,0.87,1,1,0.81,1.1,1,1.09,1,0.93,1,1.1102143887249,0.66646906730678,0.959508388047616,-80.3685224094472,77.7209175482046,-1147.51818326796,310.002390759755,614.686334521705,1,0,0,0,0
"62",29.1854039982378,52.0577988212922,0.92,0.9,0.87,0.95,1,1,1,0.87,1,1,0.81,0.88,1,0.91,1.09,0.86,1,1.35156143524897,1.20188245429752,0.980757234731007,509.321409964542,409.770210334621,185.878367521835,-86.9589562776864,926.593252894633,1,0,0,0,0
"63",536.421272803456,11.5258469706764,1,0.9,0.87,1,1,1,1.05,1,1,1.15,0.81,1.1,1,1,1,0.93,1,0.992480481504689,0.786899714892952,0.927048539023047,708.895684526859,616.500779201875,158.688673731636,1410.59172463184,885.695270424746,0,1,0,0,0
"64",1264.77530759413,21.9921239740199,1,0.9,0.87,0.95,0.91,1,1,0.87,0.71,0.76,1.29,0.88,1,0.91,0.9,0.86,1,1.02312215013735,1.01870202562884,1.02740480963763,-24.5693439636307,696.252805377362,-514.425953364589,1568.02886193158,-81.9944978196741,0,0,0,1,0
"65",1028.87739548767,-0.000181096099836964,1,0.9,1,0.95,1,1,1.05,0.87,0.85,0.88,0.81,1,1,1,0.9,0.8,1,1.06476486136256,0.936449368470425,0.878937830188286,339.187708933558,32.4633450727612,-687.704305730016,1232.54704406585,413.669197787348,0,0,1,0,0
"66",1179.27239231669,-1.52288939008148,1,0.9,1,0.95,1,1,1.05,0.87,1,1,1.29,1,1,1,1,0.86,1,1.05788705280864,1.08986725594204,1.05152597192482,-997.63698366772,1239.64809473807,-152.830902317648,777.67803375549,546.516203321359,0,0,0,0,1
"67",201.710634144589,24.1986945799241,1,0.9,1,1,1,1,1,1,0.85,0.88,0.81,1,1,0.91,1,0.93,1,1.00227134602664,1.10806706161554,1.03045136858294,22.980918664298,99.9059149787108,203.869297437841,1203.10685545484,1016.51634331094,0,0,1,0,0
"68",1145.37352112267,15.5556983444683,1,0.9,1,0.95,1,1.11,1,0.87,1,0.88,0.9,0.88,0.91,1,0.9,0.86,1,1.04924079176839,1.17921231195882,0.934924283610081,19.7518597893566,88.6284721610619,504.976548763832,295.850830780509,401.807007111957,1,0,0,0,0
"69",1543.46356847113,14.8791139332665,1.1,1.14,1,0.95,1,1,1,1,1,1.15,0.81,1.1,1.19,1.09,1,0.93,1,0.925082995656605,1.33526529005777,1.08960188195262,-242.152364460075,-1386.46601681786,-786.998138765712,846.866397549447,198.475847372096,0,0,0,1,0
"70",1212.7983791553,11.5685983959224,1,1.28,1,0.95,0.91,1.63,1,1.15,0.85,0.76,0.9,0.88,1.09,0.84,0.78,0.86,1,1.1182875630791,1.07091834607506,0.944862233282826,-648.04250281566,395.015120937422,798.450832145296,687.199571993805,17.9687991217597,0,0,0,1,0
"71",792.900897597402,18.301668630371,1,1.14,1,0.95,1,1,1,1.15,0.85,0.88,0.81,1,1,1,1,0.86,1,1.03573665988659,0.907522459510723,1.17334450489872,-639.363869546037,482.753684145392,-44.2332768764511,932.293498055183,34.752724292076,0,0,1,0,0
"72",1469.93285816666,-3.12938664829465,1,1.14,1,1.15,1,1,1,0.87,0.85,0.88,0.9,1.1,0.85,1.09,0.78,0.8,1,0.732625505854243,1.30936593291278,1.15431999733297,-496.039487160666,1117.14888613192,-169.38235420144,1107.477596256,749.314887689953,0,0,1,0,0
"73",513.628714964976,44.394789664422,1,1.14,1.17,1,1.11,1,1,1,0.85,1,1.29,1.1,1,1,1,0.93,1,1.02618213517747,1.11351756332622,1.07981813992329,395.396410143869,1022.47911169215,-102.81369981108,1131.71065406952,352.072149238915,0,0,0,0,1
"74",1458.38997770206,20.2934590865648,1.1,1.14,1,1,1.11,1.11,1.05,1,0.85,1,1.12,1,1,1,1,1,1,0.963803151098869,0.928802276629441,0.935607097941053,-380.973454300623,-384.294230888931,196.262815953027,1034.65993245572,606.530567562931,1,0,0,0,0
"75",682.646208557798,9.64762508912488,0.92,0.9,1,0.95,1.11,1,1,1,1,1,1.12,1,1,1,1,1,1,0.858744220536879,0.921699035996092,0.976276977015297,761.907147184231,339.914748807043,495.815187492954,-1.75107169023693,1019.52029934435,0,0,0,0,1
"76",1034.76859212639,30.2967769541842,1,1.14,1,0.95,1,1,1,0.87,0.85,0.88,0.81,1,1,1,1,1,1,1.18859829337744,1.08442227819199,1.2813094469374,-171.106863935487,-333.888571528583,18.8322731698676,544.547331371692,-263.933392174134,0,0,1,0,0
"77",636.161140753643,22.3305736502681,1,1.14,1,0.95,1,1,1,0.87,0.85,0.88,0.81,1,1,1,1,1,1,0.815277621938723,1.32148883578085,1.01790079798229,-283.818791005549,480.691664022364,826.611419050174,717.801169267879,-59.5585278664309,0,0,0,1,0
"78",976.663186465776,17.1515638486971,1.1,0.9,1.17,1.07,1.11,1,1,0.87,1,1,1.12,1,1,1,1,0.93,1,1.1002122954962,0.919282026722848,1.16697803005309,-887.392370184902,281.163181342325,-360.857656964493,914.821248005997,-320.022385897611,0,0,1,0,0
"79",189.762021069835,33.8133859950459,1,0.9,0.87,1.07,1,1,1,1,1,1,0.9,1.1,1.09,1.19,0.9,0.93,1.43,1.26992624512595,0.635440178964952,1.23681427570239,-521.257406203153,556.763559557242,-735.789190860268,1124.25457442099,-207.503378494724,1,0,0,0,0
"80",1077.87767723643,13.3011061501485,1,1,1,1.15,0.91,1,1,0.87,0.85,0.88,0.81,1.1,1.09,1,0.78,0.8,1,0.832140405831486,0.881379134131222,0.990646330183232,-70.3016874390455,644.842571752776,-123.361864656083,-136.171598483805,-157.049092796656,0,1,0,0,0
"81",854.653319728149,22.5649010034248,1,0.9,1,1,1,1,1,0.87,1,0.88,0.9,1,1,0.91,1,0.93,1,1.52435139124775,1.05300655144462,0.856088200088639,163.493628238924,415.410898495759,219.348216874874,1135.79894460157,491.902531176815,1,0,0,0,0
"82",250.738284953313,23.6532448210681,0.92,1,1,1,1,1,1,1,1,1,1,1.1,1,1.09,1.09,1,1,0.695432912364673,1.12173851573293,1.00594819082218,114.154821597995,240.208936053241,344.154107967756,877.57035865862,-197.890762736522,0,1,0,0,0
"83",861.113508527982,33.5731049673609,1.26,1.14,1.17,1.07,1,1,1,0.87,0.85,1,0.81,1.1,1.09,1,1.09,0.93,1,0.732008550370534,1.01518877039684,1.01423099975061,512.49410068834,592.290929887446,-377.182735610565,342.312715592155,-615.064407145604,0,0,0,0,1
"84",1155.55614722459,6.84403306575326,1,0.9,1,1,1,1,1,0.87,1,0.88,0.9,1.1,1,1.19,1,0.93,1,0.902635550488429,0.956361349777013,1.23477455044875,-70.3842478987205,432.699864393022,-400.239361100826,996.542043150434,-56.4419793380488,0,0,0,1,0
"85",1338.09252646087,20.3968125631772,1.1,1.14,1,0.95,1,1,1.05,0.87,0.85,1.15,1.12,0.88,1.09,1.09,1,0.86,1,0.604327077554387,1.08499559337782,1.05211029125631,430.7158261922,1498.55164215937,456.116483828691,662.058626036189,18.4099254927693,0,0,0,1,0
"86",947.502830195397,18.3028062839557,1.1,1,1,1.07,1,1,1,0.87,1,1,0.81,1.1,1,1.09,1,0.93,1,1.142458751866,0.921298673517477,1.02335835963175,140.652501082614,369.41222787939,393.314566131405,811.265223077097,-210.13058552807,0,0,1,0,0
"87",837.164656020925,18.6606082828554,0.92,0.9,0.87,0.95,1,1,1,0.87,1,1,0.81,0.88,1,0.91,1.09,0.86,1,1.18025791313205,1.10873496890071,0.99719564871654,-279.373170575904,141.306711212894,2.07231916447054,548.139796152536,-369.944996233019,1,0,0,0,0
"88",966.678979611598,11.6778313179043,1,0.9,0.87,1,1,1,1.05,1,1,1.15,0.81,1.1,1,1,1,0.93,1,1.15280426590643,1.15205521113498,1.01982739831869,191.217393230819,1041.17971286022,376.820923694005,649.114099110613,1.13874659223112,0,0,0,0,1
"89",866.019968719398,6.87209961536326,1,0.9,0.87,0.95,0.91,1,1,0.87,0.71,0.76,1.29,0.88,1,0.91,0.9,0.86,1,1.06264821170618,1.08051846602331,0.893337124820848,113.74981668579,-456.77097822897,-414.942343542485,849.016009479325,-154.801403099432,0,1,0,0,0
"90",820.574271369497,16.6319598992937,1,0.9,1,0.95,1,1,1.05,0.87,0.85,0.88,0.81,1,1,1,0.9,0.8,1,1.06994727465255,1.19683345763818,0.978809685979983,-473.200064318368,664.172268936333,412.665706633518,-17.05443696925,102.257641905074,0,0,1,0,0
"91",545.027548505987,12.3135834782239,1,0.9,1,0.95,1,1,1.05,0.87,1,1,1.29,1,1,1,1,0.86,1,1.09187903681983,0.846948973780735,0.990059862664479,236.685550376436,150.425760889175,987.600632206555,968.189236477664,927.428816706238,0,0,0,1,0
"92",861.851322261969,32.6031173807448,1,0.9,1,1,1,1,1,1,0.85,0.88,0.81,1,1,0.91,1,0.93,1,0.806561267928067,1.02316074197366,1.01047521820345,-580.166395515414,598.512801340654,461.98334901055,328.616576318686,-257.80104400435,0,0,0,1,0
"93",649.008244828867,23.41618634769,1,0.9,1,0.95,1,1.11,1,0.87,1,0.88,0.9,0.88,0.91,1,0.9,0.86,1,1.08425059168085,0.859943075485469,1.17838745338625,794.559444252452,476.525743391504,694.514105765389,258.287929023769,95.8837750784614,0,0,0,1,0
"94",834.025462626324,50.2894759681683,1.1,1.14,1,0.95,1,1,1,1,1,1.15,0.81,1.1,1.19,1.09,1,0.93,1,1.03849758243465,1.1829097201282,0.770418841247788,774.951469481258,150.348558299621,136.60267916832,946.354519543569,838.093097136855,0,0,0,0,1
"95",451.189829207217,2.37696000777174,1,1.28,1,0.95,0.91,1.63,1,1.15,0.85,0.76,0.9,0.88,1.09,0.84,0.78,0.86,1,1.26250479032853,0.733986881762595,1.06688340007825,-19.6767980716871,-51.1511402762263,-634.294218243358,1379.0841274224,264.701868690162,0,0,0,0,1
"96",1431.92053847596,8.57534295211074,1,1.14,1,0.95,1,1,1,1.15,0.85,0.88,0.81,1,1,1,1,0.86,1,1.0638451060096,0.877684313320744,0.906889737407143,384.16769351957,702.622748618705,-87.7653854723063,583.512344449176,555.38498472907,0,0,1,0,0
"97",815.148606250051,12.7168999988245,1,1.14,1,1.15,1,1,1,0.87,0.85,0.88,0.9,1.1,0.85,1.09,0.78,0.8,1,0.952005371717887,1.16855558530459,1.21920847913744,307.271113228875,644.167003806143,551.669596610378,1504.09323530862,377.703702730981,1,0,0,0,0
