                code_smells vulnerabilities
code_smells      149756.179      -1757.2962
vulnerabilities   -1757.296        147.3582
            CSmell          SVul
  [1,] 1380.644484  11.857885675
[202,]  699.184400  17.012803234
[203,]  719.964794  17.122231741
[204,]  739.972915  20.593163007
[205,]  746.954768  28.638155758
[206,] 1004.720729   3.366636576
[207,]  207.756326  39.593778617
[208,] 1047.804517  16.531727157
[209,]  247.742088  39.688994945
[210,] 1255.196367   7.580506151
[211,]  749.175023  13.572495265
[212,]  806.216343  11.269527717
[213,]  793.052281  25.987335833
[214,] 1428.910323  -4.463606973
[215,]  897.158869  21.273328891
[216,] 1153.996768   0.624110472
[217,]  923.534257  -3.650914882
[218,]  958.881767  23.530210347
[219,]  824.800834  27.937711541
[220,] 1094.125461  28.741322085
[221,] 1236.039661   8.375765060
[222,]  679.803124  22.420590323
[223,] 1146.294525  18.344768695
[224,] 1231.324874   2.644214742
[225,] 1336.088794  13.763779926
[226,]  774.309232  27.044048145
[227,] 1628.960829  20.605558881
[228,]  987.701552   0.444333441
[229,]  991.687105  17.522958808
[230,]  983.316194  -4.522479522
[231,]  730.359847  30.242123839
[232,] 1193.891493   5.615000131
[233,]  529.959185  13.972948572
[234,]  947.481581  29.162908368
[235,]  500.309664  24.061592101
[236,]  645.774181   8.007068025
[237,] 1246.445828  23.970857333
[238,]  940.917039   5.856594417
[239,] 1103.509410  20.765209813
[240,]  925.063166   0.481104936
[241,]  253.043177  26.055465536
[242,]  620.035313  22.854111828
[243,] 1179.509291  18.660654168
[244,]  755.710362   8.130021189
[245,]  234.469470  30.721392518
[246,]    1.106282  13.649178485
[247,]   48.255144  43.653067212
[248,] 1992.190927  -1.776378543
[249,]  507.605886  12.918380911
[250,]  357.283215  25.795527475
[251,] 1539.655325   5.031206664
[252,] 1166.699163  -3.856200522
[253,] 1046.212100  19.611600007
[254,]  643.111174  10.200269352
[255,]  156.238601  19.336967898
[256,]  586.323943  16.799687994
[257,]  908.753305  40.617228187
[258,]  296.875077  26.266331804
[259,] 1452.329337  11.013019972
[260,] 1062.969385  14.951971816
[261,] 1184.654636  18.801016508
[262,]  552.935450  -2.795283680
[263,] 1023.295118   6.683410189
[264,]  343.758900  21.805640463
[265,]  694.339520  -3.549037778
[266,]  994.683190   7.655113717
[267,]  375.477126  21.236224799
[268,] 1158.839836  27.550567509
[269,]  288.206010  31.718229255
[270,]  808.112296  23.546100001
[271,]  426.089965  18.635416686
[272,]  760.898075  23.788090810
[273,]  982.774885  40.328963230
[274,] 1099.467732  25.997948536
[275,]  982.572383  34.366630023
[276,]  964.716178   6.724942271
[277,]  754.461414   8.656493284
[278,]  961.625627  23.367625253
[279,]  877.698686  19.237613004
[280,]  512.654615  25.660775478
[281,]  390.982267  35.664836113
[282,]  975.775492  24.129402920
[283,]  960.708090   8.440284944
[284,]  562.656442  20.666821468
[285,]  311.752827   0.525763722
[286,] 1158.850520   5.722105402
[287,] 1452.166613  20.706542924
[288,]  929.203564  -5.032895533
[289,]  758.718006  17.926489774
[290,]  264.613932  15.982765341
[291,]  647.600947  29.588182820
[292,] 1575.097895   0.256601691
[293,]  717.535888  16.185708583
[294,]  976.548477  14.128395259
[295,] 1504.149826  -5.840870725
[296,]  811.452284  14.593672683
[297,] 1106.130116   9.788470783
[298,]  636.346245  18.176351312
[299,] 1120.820008  12.981067831
[300,]  991.336749  -8.340019713
[301,] 1685.037098   9.536135745
[302,]  553.774403  16.745059336
[303,]  301.256571  22.814145036
[304,] 1056.027993   3.112286367
[305,]  946.934531  34.846135788
[306,] 1213.189198   8.571668259
[307,]  776.186477  12.313410549
[308,]  492.410205  14.013333136
[309,]  258.697643  29.061358358
[310,] 1054.169976  41.520050338
[311,]  831.775285   0.564392723
[312,]  638.576094   2.708301612
[313,]  746.589772   7.036537426
[314,]   43.438662  32.590138492
[315,] 1914.214343  21.564743312
[316,]  660.237237   8.500789158
[317,]  662.832105   2.061887263
[318,] 1269.977570  31.654224381
[319,]  637.421837  20.469356052
[320,]  838.153480  12.855195204
[321,] 1601.403358   8.219264567
[322,]  658.918001   8.865618893
[323,]  829.841847  33.867553974
[324,] 1060.400709  16.001316359
[325,]  408.932690  31.109905105
[326,]  896.145364   1.262267975
[327,] 1092.473036   9.079597055
[328,] 1204.426212   3.881763482
[329,] 1510.206946  20.455853271
[330,]  717.188997   7.054625297
[331,]  622.631998  24.399208607
[332,] 1120.954063  29.976604954
[333,]  511.634963  15.614639292
[334,]  914.681025  25.447223117
[335,]  387.463295  17.531416416
[336,] 1060.235402  23.980276850
[337,]  788.378446   7.970275626
[338,]  927.194749  37.966721143
[339,]  519.553037   6.723882016
[340,]  590.054241  25.773379721
[341,]  669.706159  -3.996843957
[342,]  440.043517  13.656791953
[343,]  841.918532  26.395676508
[344,]  657.265244   8.872450964
[345,]  525.579432  18.702011989
[346,]  404.456803  39.400950010
[347,]  812.145452  12.288992862
[348,]  724.391354  23.883971818
[349,]  797.322386  22.731424729
[350,] 1301.090611  29.999655905
[351,] 1518.633630  31.782513179
[352,]  677.051440  19.823470176
[353,] 1804.076221   3.755900083
[354,]  274.471309  23.552828955
[355,] 1265.946958  14.273876168
[356,]  582.731263  30.969796771
[357,]  532.809650  27.311164325
[358,]  753.897109  12.501906401
[359,]  494.653664  19.678591663
[360,]  913.228074  17.146739232
[361,]  805.149634  11.734305129
[362,]  742.790553   8.248901765
[363,] 1164.083931  15.117316142
[364,] 1756.051797   1.482446174
[365,] 1377.891558   8.457716868
[366,]  728.494298  29.944552168
[367,] 1421.672340  53.480991751
[368,]  663.221444  32.242865526
[369,] 1601.843655  -5.804860522
[370,]  717.205216  38.412963048
[371,]  804.399845  40.647463196
[372,]  813.579165  16.434398212
[373,]  301.746113  28.300959399
[374,] 1621.519643 -15.586449425
[375,]  391.349860  23.332908292
[376,] 1545.111187   5.521723956
[377,] 1261.653639   1.229246287
[378,]  677.445450  15.218606802
[379,] 1212.836439  20.400883934
[380,]  884.882093  24.328420281
[381,]  904.239564   8.663460264
[382,] 1230.764513  20.954027368
[383,] 1413.898114   1.682775358
[384,]  919.984673   3.677701784
[385,] 1139.358337   2.567677072
[386,] 1502.977737 -10.003220469
[387,] 1502.027939   5.255433715
[388,]  864.934470  32.879618825
[389,]  677.323756  17.820921557
[390,]  754.366997  12.967904002
[391,]  273.906576  38.144158605
[392,] 1205.942095  17.209193368
[393,] 1037.179067  15.581062150
[394,]  566.908230  16.081057879
[395,] 1341.242891   3.749143844
[396,] 1169.672711  -5.211274962
[397,] 1425.299407  21.194210822
[398,]  852.322572   3.669505029
[399,]  815.554184  19.601231176
[400,]  770.072573   6.891931537
[401,]  882.247452  18.246734313
[402,]  599.610476   6.086585457
[403,]  826.342755  17.365392193
[404,]  615.768802  14.589782850
[405,] 1301.300035  11.970501907
[406,]  817.523923  21.437571648
[407,]  971.810078  18.960481899
[408,]  581.552815  28.242959669
[409,]  626.390980  19.837859503
[410,] 1148.287194  27.175568962
[411,]  825.910940   3.404219163
[412,] 1352.928112  22.297178328
[413,] 1057.816085  19.160741743
[414,]  471.981901  17.077541178
[415,] 1221.776577   2.929528301
[416,]  646.550314  14.745686765
[417,]  700.743058  18.831571044
[418,]  334.340518   0.760094033
[419,] 1493.004953  -5.444561760
[420,] 1164.976301   0.922612815
[421,]  600.981820  51.562473137
[422,] 1228.929715  19.231851662
[423,] 1061.854394  29.030965831
[424,] 1381.780403  31.657702470
[425,] 1108.650213  23.478303792
[426,] 1117.044279  14.039151472
[427,]  860.756112  -8.515868787
[428,]  615.384677  27.900353288
[429,]  964.555576  24.024316629
[430,]  872.727615  22.849534411
[431,]  878.588928  32.399967407
[432,] 1535.888698  16.599963907
[433,]  790.663970  14.601062947
[434,]  917.303950  13.299475280
[435,] 1576.647791  10.452261694
[436,] 1404.053930  21.224491027
[437,] 1130.931126  -2.168664585
[438,]  191.014772  23.518423794
[439,]  986.349028 -10.186564345
[440,] 1609.854655   4.057162428
[441,]  205.828391  59.197533200
[442,]  438.330425  25.299594106
[443,]  175.643448  14.074237695
[444,] 1436.305533  31.408662844
[445,] 1008.887203   7.542654351
[446,] 1283.388238  18.506895382
[447,] 1810.249187  11.325287106
[448,] 1113.837074  12.476444116
[449,]  704.529844  11.045770235
[450,] 1019.465231  16.977634829
[451,]  436.639562  20.207263467
[452,] 1004.860163   7.011532861
[453,]  401.260145  32.889335415
[454,]  917.049358  21.498993020
[455,] 1467.759472  14.938265446
[456,] 1001.602897  30.794799603
[457,]  930.676585   7.450287755
[458,]  619.925114  10.380041220
[459,] 1108.388242   6.199039241
[460,]  748.811366   9.528711349
[461,]  562.584570  38.232441465
[462,] 1094.716700  -0.194315475
[463,]  569.171437   8.564734936
[464,] 1127.773869  15.643427466
[465,] 1145.986025   5.227157052
[466,] 1539.334933  -0.111673380
[467,] 1270.930201  18.871037446
[468,]  645.324348  15.585134802
[469,] 1376.108482   2.361818080
[470,]  945.422743  31.336624621
[471,]  512.188588  13.064079770
[472,]  968.631331  -0.007043663
[473,] 1543.705207   3.445432127
[474,] 1682.482160  11.340398043
[475,]  968.422449   6.332385281
[476,]  827.969588  18.436332125
[477,] 1127.419683   9.282989973
[478,]  591.683125  11.584839961
[479,]  947.999158  14.836551777
[480,]  970.160264  10.689690988
[481,] 1081.935041  15.629297707
[482,]  696.049328  24.053911518
[483,] 1587.309153  12.442524171
[484,] 1217.947219  18.281129771
[485,] 1089.626104  10.062729694
[486,] 1236.375441  -1.249904824
[487,]  456.986096  21.528723345
[488,]  883.443093  12.091227210
[489,]  653.956971  28.382258158
[490,] 1199.336439  10.833511899
[491,]  293.350808  43.659212349
[492,] 1179.960552   5.447509146
[493,]  754.444971  20.181636436
[494,]  267.593083  16.355951428
[495,]  537.589110  10.023286524
[496,]  900.298413  17.763094727
[497,] 1149.985542  33.309810841
[498,]  348.497914  27.732356476
[499,] 1513.294739   9.250208739
[500,]  184.268750  11.934057066
              RELY          DATA          CPLX          RUSE          DOCU
RELY  0.0052493333  3.222000e-03  2.992000e-03  1.275667e-03  4.026667e-04
DATA  0.0032220000  1.542400e-02  3.447333e-03 -8.033333e-05 -4.046667e-04
CPLX  0.0029920000  3.447333e-03  6.429000e-03  1.153833e-03  2.048667e-03
RUSE  0.0012756667 -8.033333e-05  1.153833e-03  3.941000e-03 -9.016667e-05
DOCU  0.0004026667 -4.046667e-04  2.048667e-03 -9.016667e-05  2.981000e-03
TIME -0.0002783333  7.051667e-03  1.416667e-05 -1.513333e-03 -2.099167e-03
STOR  0.0002000000 -1.833333e-04 -2.666667e-04 -3.041667e-04  1.583333e-04
PVOL -0.0011700000  4.101667e-03 -4.608333e-04 -1.275833e-03  2.841667e-04
ACAP -0.0010636667 -5.107333e-03 -5.890000e-04  9.700000e-05  1.429667e-03
PCAP  0.0023160000 -2.780000e-04  4.670000e-04  8.400000e-05  2.598500e-03
PCON -0.0007470000 -2.024000e-03  2.565167e-03 -1.823833e-03  3.358833e-03
APEX  0.0011366667  2.566667e-04  1.640000e-03  3.180000e-03  8.700000e-04
PLEX  0.0017950000  2.106667e-03  1.566667e-04 -4.200000e-04 -7.883333e-04
LTEX  0.0008563333 -5.506667e-04 -4.900000e-05  1.722833e-03  8.496667e-04
TOOL  0.0010596667 -1.585667e-03  1.220167e-03 -1.909667e-03  2.248833e-03
SITE  0.0002260000  5.503333e-04  7.495000e-04 -7.885000e-04  1.804333e-03
SCED -0.0003726667 -2.035333e-03 -2.322000e-03  1.268500e-03 -1.218333e-04
              TIME          STOR          PVOL          ACAP       PCAP
RELY -2.783333e-04  2.000000e-04 -0.0011700000 -1.063667e-03  0.0023160
DATA  7.051667e-03 -1.833333e-04  0.0041016667 -5.107333e-03 -0.0002780
CPLX  1.416667e-05 -2.666667e-04 -0.0004608333 -5.890000e-04  0.0004670
RUSE -1.513333e-03 -3.041667e-04 -0.0012758333  9.700000e-05  0.0000840
DOCU -2.099167e-03  1.583333e-04  0.0002841667  1.429667e-03  0.0025985
TIME  1.634167e-02 -1.250000e-04  0.0056791667 -1.664167e-03 -0.0051075
STOR -1.250000e-04  4.166667e-04 -0.0001250000 -6.666667e-05  0.0008875
PVOL  5.679167e-03 -1.250000e-04  0.0079000000 -3.641667e-04  0.0000550
ACAP -1.664167e-03 -6.666667e-05 -0.0003641667  7.474000e-03  0.0044280
PCAP -5.107500e-03  8.875000e-04  0.0000550000  4.428000e-03  0.0110910
PCON -6.350000e-04  8.708333e-04 -0.0005683333 -1.921833e-03  0.0014280
APEX -4.266667e-03 -2.083333e-04  0.0002416667  1.843333e-03  0.0028200
PLEX  1.383333e-03  2.083333e-05  0.0015000000  8.083333e-05  0.0024200
LTEX -4.639167e-03  5.833333e-05 -0.0011766667  2.604833e-03  0.0037605
TOOL -5.114167e-03  1.208333e-04 -0.0005141667  2.644000e-03  0.0047805
SITE -1.086667e-03 -1.958333e-04  0.0009175000  1.437167e-03  0.0018260
SCED -6.091667e-04 -1.791667e-04  0.0011825000  1.497833e-03  0.0008815
              PCON          APEX          PLEX          LTEX          TOOL
RELY -0.0007470000  0.0011366667  1.795000e-03  8.563333e-04  0.0010596667
DATA -0.0020240000  0.0002566667  2.106667e-03 -5.506667e-04 -0.0015856667
CPLX  0.0025651667  0.0016400000  1.566667e-04 -4.900000e-05  0.0012201667
RUSE -0.0018238333  0.0031800000 -4.200000e-04  1.722833e-03 -0.0019096667
DOCU  0.0033588333  0.0008700000 -7.883333e-04  8.496667e-04  0.0022488333
TIME -0.0006350000 -0.0042666667  1.383333e-03 -4.639167e-03 -0.0051141667
STOR  0.0008708333 -0.0002083333  2.083333e-05  5.833333e-05  0.0001208333
PVOL -0.0005683333  0.0002416667  1.500000e-03 -1.176667e-03 -0.0005141667
ACAP -0.0019218333  0.0018433333  8.083333e-05  2.604833e-03  0.0026440000
PCAP  0.0014280000  0.0028200000  2.420000e-03  3.760500e-03  0.0047805000
PCON  0.0289656667 -0.0032066667 -1.335833e-03 -8.618333e-04  0.0008023333
APEX -0.0032066667  0.0069000000  5.750000e-04  4.126667e-03  0.0006766667
PLEX -0.0013358333  0.0005750000  4.200000e-03  3.933333e-04  0.0005891667
LTEX -0.0008618333  0.0041266667  3.933333e-04  6.952333e-03  0.0006331667
TOOL  0.0008023333  0.0006766667  5.891667e-04  6.331667e-04  0.0076890000
SITE  0.0006580000  0.0013116667  4.158333e-04  7.780000e-04  0.0034521667
SCED -0.0008313333  0.0015050000  1.325833e-03  3.182000e-03 -0.0012255000
              SITE          SCED
RELY  0.0002260000 -0.0003726667
DATA  0.0005503333 -0.0020353333
CPLX  0.0007495000 -0.0023220000
RUSE -0.0007885000  0.0012685000
DOCU  0.0018043333 -0.0001218333
TIME -0.0010866667 -0.0006091667
STOR -0.0001958333 -0.0001791667
PVOL  0.0009175000  0.0011825000
ACAP  0.0014371667  0.0014978333
PCAP  0.0018260000  0.0008815000
PCON  0.0006580000 -0.0008313333
APEX  0.0013116667  0.0015050000
PLEX  0.0004158333  0.0013258333
LTEX  0.0007780000  0.0031820000
TOOL  0.0034521667 -0.0012255000
SITE  0.0040943333  0.0003798333
SCED  0.0003798333  0.0073960000
       RELY DATA CPLX RUSE DOCU TIME STOR PVOL ACAP PCAP PCON APEX PLEX LTEX
  [1,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
  [2,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
  [3,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
  [4,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
  [5,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
  [6,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
  [7,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
  [8,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
  [9,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [10,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [11,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [12,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [13,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [14,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [15,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [16,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [17,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [18,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [19,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [20,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [21,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [22,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [23,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [24,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [25,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [26,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [27,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [28,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [29,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [30,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [31,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [32,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [33,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [34,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [35,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [36,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [37,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [38,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [39,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [40,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [41,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [42,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [43,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [44,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [45,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [46,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [47,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [48,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [49,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [50,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [51,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [52,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [53,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [54,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [55,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [56,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [57,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [58,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
 [59,]   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA   NA
