RELY,DATA,CPLX,RUSE,PVOL,ACAP,APEX,RISK1,RISK2,RISK3,RISK4,RISK5
1.080752041,0.94780209,0.99003286,1.086307538,1.15,0.980602473,0.97384128,0,0,1,0,0
1.019512287,1.047564468,1.005440526,0.965378212,0.973802848,0.979404951,1.016170216,1,0,0,0,0
1.010736632,1.102936315,0.948365362,0.996809796,0.999002376,1.000412308,0.992953659,0,1,0,0,0
1.028904317,0.998004828,1.043953022,1.151681573,0.989280864,1.0468501,0.995881157,0,0,1,0,0
1.024216253,1.033581618,1.069367344,1.088948742,1.02239437,0.973692969,1.039662361,0,0,0,1,0
1.093150248,1.005183953,1.010728667,0.909626,1.020341629,0.988178786,0.988453723,0,1,0,0,0
1.075667644,1.004884734,0.916697826,0.991791974,1.020257183,1.044538024,1.040160594,0,0,1,0,0
1.050761226,0.92261931,1.003659706,1.092407785,0.983931059,1.033157609,1.020060831,0,0,0,1,0
0.935460276,0.98335715,0.984207549,1.028701745,1.013201006,1.020992486,0.999241009,0,1,0,0,0
1.005231098,0.920532048,1.069546332,1.097981707,1.026548883,1.039572277,1.015930654,0,0,1,0,0
1.025694246,1.016563428,1.070316185,1.235494149,0.9959103,1.017564757,1.036423872,0,0,0,1,0
0.990305752,1.051212373,1.049929834,0.901382777,1.003366779,0.992937285,0.992801733,0,1,0,0,0
0.937202831,1.075560516,1.061686962,1.080628131,1.000426882,0.95297181,1.017300826,0,0,1,0,0
1.10813829,0.931971405,0.964284817,1.206230137,0.954308846,0.987164788,0.976410934,0,0,0,1,0
0.98110939,0.934496862,0.962276673,1.020082413,1.034543505,1.01605495,1.019751149,0,1,0,0,0
1.059639243,1.033948914,0.978897033,1.01404494,1.018426113,0.974573964,0.987904831,0,0,1,0,0
1.107595166,0.905981138,1.07537216,1.062587362,0.999311233,0.996004281,1.035784342,0,1,0,0,0
0.928876047,0.974041638,1.021449956,0.964158346,0.99765838,0.968765195,1.026764393,0,0,1,0,0
1.070796493,0.937683501,0.995052341,1.220023631,0.986489863,0.993026952,0.997466092,0,0,0,1,0
0.96228947,1.086410633,1.01833467,1.029555309,1.039829835,0.986295863,1.007208105,0,1,0,0,0
0.984626617,0.984126318,1.028400415,1.063136499,0.978545084,0.986835028,1.015886253,0,0,1,0,0
1.100332515,1.043032259,1.061813173,1.156660636,0.974231846,0.985135289,1.003333763,0,0,0,1,0
0.899407869,1.092032344,1.064733458,0.864462588,1.000092662,0.994823394,1.014290097,0,1,0,0,0
1.025594811,1.172330774,1.009046865,0.904183796,1.014836199,0.992894525,0.986792467,0,0,1,0,0
0.927175987,1.231242185,1.095491432,1.08986263,0.981431893,1.031455203,0.985905823,0,0,0,1,0
0.934046601,0.974643292,1.029766665,0.903404862,1.005250706,0.978120316,0.88,0,0,0,0,1
1.075074173,0.967200323,0.900561202,0.998367007,0.961374393,1.004676116,1,0,0,0,1,0
1.038885402,1.05732019,0.949296403,0.959285675,0.966376062,0.986544723,1.1,0,0,1,0,0
1.112174196,1.037064907,0.925753213,1.179958768,0.9959103,1.017564757,1.036423872,0,0,0,1,0
0.978774084,1.040060294,1.09477748,0.98558804,1.003366779,0.992937285,0.992801733,0,1,0,0,0
1.060944004,0.961052695,0.950421975,1.136689228,1.000426882,0.95297181,1.017300826,0,0,1,0,0
1.056314696,1.001616121,0.873550676,1.208693052,0.954308846,0.987164788,0.976410934,0,0,0,1,0
0.907406957,0.929740583,1.003731794,1.045358856,1.034543505,1.01605495,1.019751149,0,1,0,0,0
1.034812745,1.047760792,0.97110427,1.124484296,1.018426113,0.974573964,0.987904831,0,0,1,0,0
0.985860302,0.907846334,1.056497202,1.005584695,0.999311233,0.996004281,1.035784342,0,1,0,0,0
1.083483066,0.908770257,0.91140261,1.135838938,0.99765838,0.968765195,1.026764393,0,0,1,0,0
1.002349702,1.043241667,1.035458451,1.058070256,0.986489863,0.993026952,0.997466092,0,0,0,1,0
0.936878161,0.930885635,1.045794244,1.078282814,1.039829835,0.986295863,1.007208105,0,1,0,0,0
1.037495256,0.921714275,1.111941057,1.115477496,0.978545084,0.986835028,1.015886253,0,0,1,0,0
1.015115364,0.923465764,0.942124536,1.059227106,0.974231846,0.985135289,1.003333763,0,0,0,1,0
0.89454705,1.089004067,0.942818694,0.864712483,1.000092662,0.994823394,1.014290097,0,1,0,0,0
